gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Tenture_category,Charge_category,Service_count,Bundle_user
1,0,1,0,-0.7266990576990284,1,1,0,0,1,0,0,0,0,0,0,1,-0.6518130339840859,0.12524652656061924,0,0,0,1
0,0,1,0,-1.6775263027056184,1,2,1,0,1,0,0,1,1,0,0,0,1.0382345151848615,-1.16390305446943,0,2,3,1
1,0,0,0,-1.4285431489501372,0,0,0,1,1,0,1,0,0,0,1,1,-0.9858342310174765,0.630774688094302,0,0,5,0
0,0,1,0,0.7220944948185237,1,1,2,2,2,2,2,2,2,2,1,3,-1.479387940066815,1.172185850655428,1,0,0,0
1,0,1,0,-1.6775263027056184,0,0,0,0,1,1,0,1,1,0,0,0,-0.5155456799704636,-0.302183338619217,0,0,1,0
1,0,1,0,-2.028448348331173,1,1,1,0,1,0,1,0,0,0,1,0,0.3070438351117673,0.39014750473380166,0,1,5,1
0,0,1,0,-0.8286379495691019,1,1,2,2,2,2,2,2,2,1,1,1,-1.479387940066815,1.303580957358859,0,0,0,0
1,0,0,1,1.0486352026309569,1,2,1,0,0,1,0,1,1,2,0,0,1.3373579752147637,0.25400317730615013,2,2,4,1
1,0,1,0,-1.077621103324583,1,2,1,0,0,1,0,1,1,0,1,0,1.3473287572157604,-0.4430768867710889,0,2,4,1
0,0,0,0,1.073016540444078,1,1,2,2,2,2,2,2,2,2,1,1,-1.5009913010689746,0.45294275653182703,2,0,0,0
0,0,1,0,-2.028448348331173,1,1,1,0,0,0,0,0,0,0,0,3,0.3170146171127639,-0.6203811271419839,0,1,5,1
0,0,0,1,-0.2845895659937874,1,1,1,0,0,0,1,0,1,0,0,3,0.827186296163764,0.13949418873328046,1,2,3,1
0,0,1,0,0.31531563338724816,1,1,2,2,2,2,2,2,2,0,1,3,-1.5093002860698053,-1.3839502813583087,1,0,0,0
1,0,1,0,0.8708274992029422,1,1,0,0,0,1,1,1,1,2,0,3,0.5662841671376824,-0.3106263976844977,2,1,4,1
1,1,0,0,-0.94420673346191,1,1,1,0,1,1,0,1,1,0,0,0,1.0299255301840309,1.5822019065131228,0,2,3,1
1,1,0,0,-2.028448348331173,0,0,0,0,0,0,0,1,0,0,1,0,-0.8163309370005319,-1.5353976533417815,0,0,5,0
0,0,0,1,0.7038731848331417,1,1,1,0,1,1,1,0,1,1,1,2,0.8703930181680831,1.0286538465456558,1,2,3,1
1,0,1,0,0.006620511544679967,1,1,1,1,0,1,1,1,1,0,0,2,1.4437129832253957,0.60650089328162,1,2,7,1
0,1,1,0,0.006620511544679967,1,2,1,0,1,0,0,0,1,0,0,3,0.6992279271509723,0.33262916485157684,1,2,1,1
0,1,1,0,0.5199054535773877,1,2,1,0,1,0,0,0,0,0,0,0,0.3818247001192428,0.746866750241912,1,1,5,1
0,0,0,1,0.15751992571145365,1,1,2,2,2,2,2,2,2,2,0,1,-1.4976677070686424,0.7442282942840117,1,0,0,0
1,0,0,1,0.31531563338724816,1,1,1,1,1,0,0,1,1,0,1,3,0.9933659961803764,-0.22566811584011048,1,2,3,1
0,0,0,0,0.04688266659249362,1,2,1,1,1,1,0,1,1,0,0,2,1.3174164112127704,-0.7902976908307583,1,2,4,1
1,0,0,1,-0.03560641223830633,1,2,1,0,1,1,1,1,1,0,1,0,1.2808568772091153,0.5484548622078151,1,2,4,1
0,0,1,0,0.8399142039232892,1,1,0,1,1,1,1,1,1,2,1,0,0.5264010391336954,0.7289252497281904,2,1,4,1
1,0,1,0,-1.6775263027056184,1,1,2,2,2,2,2,2,2,1,1,3,-1.5109620830699715,0.24292166228296921,0,0,0,0
0,1,0,0,0.25560366530016104,1,2,1,1,1,0,1,1,1,0,0,2,1.3140928172124378,1.1584658796743468,1,2,4,1
1,0,1,0,0.7038731848331417,0,0,0,1,1,1,1,1,1,2,0,2,-0.13333236993225536,0.3653460187295396,1,1,2,0
0,0,1,0,-0.0799997458036479,1,1,2,2,2,2,2,2,2,0,1,1,-1.4993295040688086,-0.5913581116050814,1,0,0,0
0,0,0,1,0.8078557146212394,1,1,2,2,2,2,2,2,2,2,1,1,-1.4926823160681442,-0.21458660081692954,2,0,0,0
0,0,0,1,0.6467878659735288,1,1,0,0,1,0,0,1,0,0,1,0,-0.28621769394753876,-1.3322365445834643,1,1,5,1
0,0,1,0,-1.4285431489501372,1,1,2,2,2,2,2,2,2,0,1,1,-1.4893587220678117,1.3537116205589634,0,0,0,0
1,0,1,0,-1.2354168110003774,1,1,0,0,1,0,0,0,0,0,0,3,-0.6634456129852487,0.28830310475885307,0,0,0,1
1,0,0,1,-0.94420673346191,1,1,1,0,0,0,0,0,1,0,0,3,0.6244470621434968,0.5373733471846341,0,1,1,1
1,1,0,0,0.4731113410630423,1,2,1,0,1,1,0,1,1,0,0,0,1.1977670272008092,-1.5121792409122594,1,2,2,1
0,0,0,1,1.036182034455231,0,0,0,0,0,1,1,1,1,2,1,3,-0.14828854293375057,-1.5090130937627793,2,1,2,0
0,0,1,0,-1.077621103324583,1,1,1,0,0,0,0,1,1,0,0,0,1.0465435001856922,-0.4330507541310681,0,2,3,1
0,0,1,0,-1.4285431489501372,1,1,0,0,1,0,0,0,0,0,1,0,-0.6700928009859131,1.2022642485754904,0,0,0,1
0,1,1,0,-1.2354168110003774,1,1,1,0,0,0,0,0,0,0,1,0,0.2654989101076142,-0.06472230240819685,0,1,5,1
0,0,1,0,-1.2354168110003774,1,2,2,2,2,2,2,2,2,2,0,3,-1.3115464430500368,-0.7211701447337725,0,0,5,0
0,0,0,0,-1.6775263027056184,1,1,1,0,0,1,0,0,0,0,1,2,0.4964886931307054,0.5284025969277734,0,1,1,1
1,0,0,1,0.5856697558124698,1,2,1,1,0,0,1,1,1,0,0,3,1.506861269231708,0.49357497828349045,1,2,7,1
1,0,1,0,-0.553022532788542,1,1,1,0,1,0,1,1,1,0,0,3,1.0083221691818711,-1.3248488679013437,0,2,3,1
1,1,1,0,0.15751992571145365,1,2,1,0,0,0,0,0,0,0,0,0,0.5230774451333633,0.4117828435885835,1,1,1,1
0,1,1,0,1.0849543884163384,1,2,1,1,0,1,1,0,1,2,0,2,1.4171242312227377,0.6719346010375455,2,2,7,1
0,0,0,0,0.15751992571145365,1,1,1,0,0,1,0,1,1,0,0,3,1.1479131171958254,0.7136222051723691,1,2,2,1
0,0,1,0,1.0849543884163384,1,2,0,0,0,1,1,1,1,2,1,2,0.7258166791536301,-1.541729947640742,2,2,7,1
0,0,1,0,-2.028448348331173,1,1,0,0,1,0,1,0,0,0,0,0,-0.4174996569606623,-1.259415160145418,0,1,5,1
0,0,1,0,-0.0799997458036479,1,2,1,0,1,0,1,1,0,0,0,0,0.7839795741594444,-0.9686573135848134,1,2,3,1
1,0,1,0,-1.2354168110003774,0,0,0,0,1,0,1,0,1,0,0,0,-0.8213163280010305,-1.1385738772735878,0,0,5,0
1,1,1,0,0.4968246122616332,1,2,1,1,1,0,0,1,0,0,0,0,0.8670694241677506,0.7795836041198747,1,2,3,1
0,0,1,0,-0.47771590394354735,1,2,1,0,1,0,0,0,0,0,1,0,0.3485887601159204,-1.1596815249367896,0,1,5,1
1,0,1,0,-2.028448348331173,1,1,1,0,1,0,0,0,0,0,0,0,0.15914390209698223,-1.433553253366833,0,1,0,1
1,0,1,0,0.6268908918516395,1,2,1,0,1,1,0,0,0,0,1,0,0.50313588113137,1.643941775927988,1,1,1,1
0,1,0,0,-0.17626333696934945,1,2,1,0,1,0,0,0,1,0,0,3,0.684271754149477,0.8365742528105196,1,2,1,1
1,0,1,0,0.7745639080372403,1,2,1,1,0,1,1,1,1,1,1,3,1.6481140142458286,-1.5327591973838812,2,2,6,1
0,0,1,0,-2.028448348331173,0,0,0,0,1,0,0,0,0,0,1,0,-1.3348116010523623,-1.2024245114547731,0,0,8,0
0,0,0,1,0.5423867242033161,1,1,2,2,2,2,2,2,2,2,0,1,-1.4893587220678117,1.2571441324998152,1,0,0,0
1,1,0,1,0.15751992571145365,1,2,1,1,1,0,0,0,0,0,0,0,0.5014740841312035,0.5210149202456528,1,1,1,1
1,0,0,1,0.37117244919296927,1,2,0,0,1,0,0,0,1,0,1,2,-0.16823010693574386,0.1505757037564614,1,1,1,1
1,0,1,1,-0.7266990576990284,1,1,2,2,2,2,2,2,2,0,1,2,-1.505976692069473,0.8956756662674845,0,0,0,0
0,1,0,0,0.6467878659735288,1,2,1,0,1,1,1,1,1,1,0,0,1.422109622223236,0.9283925201454473,1,2,4,1
0,0,0,0,0.8858797091401145,1,1,0,1,0,0,1,1,0,2,0,3,0.1857326540996401,0.8983141222253848,2,1,2,1
0,0,0,1,-0.34430153408087455,1,1,2,2,2,2,2,2,2,2,1,1,-1.4594463760648215,0.004405243688789005,1,0,0,0
1,0,1,0,0.5856697558124698,1,1,1,0,0,0,1,0,1,1,0,3,0.8255244991635975,1.6175572163489857,1,2,3,1
1,0,0,1,0.1221892954374882,1,1,2,2,2,2,2,2,2,1,1,1,-1.4993295040688086,-0.5723612287081998,1,0,0,0
0,0,0,1,1.0849543884163384,1,2,0,1,0,1,0,1,1,2,0,3,0.6261088591436628,1.4043699749506475,2,1,7,1
0,0,1,0,0.855508864681197,1,2,1,1,1,1,0,0,0,1,0,3,0.6477122201458225,1.0677029947225791,2,2,3,1
1,0,0,0,0.7399400807883884,1,2,1,1,0,1,0,1,1,0,0,2,1.5517297882361936,-0.9670742400100734,1,2,7,1
1,0,1,0,-2.028448348331173,1,2,1,0,1,0,0,0,0,0,0,0,0.3386179781149237,-0.8631190752688045,0,1,5,1
0,0,0,1,0.4968246122616332,1,2,1,0,0,1,0,1,0,0,0,2,1.0831030341893466,1.3136070899988799,1,2,2,1
1,0,1,0,-0.47771590394354735,1,1,0,0,1,1,0,1,1,0,0,0,0.15249671409631763,-0.5116767416764947,0,1,3,1
0,0,1,0,-2.028448348331173,1,2,1,0,1,0,0,1,0,0,0,0,0.6593447991469852,-1.5459514771733824,0,2,1,1
0,0,0,0,0.8240333866885968,1,2,1,0,0,0,0,1,1,0,0,3,1.1180007711928355,-0.4013892826362654,2,2,2,1
1,0,0,0,1.0609117241571968,0,0,0,0,0,1,1,0,1,1,0,2,-0.45572098796448335,-0.0747484350482177,2,1,3,0
1,0,1,0,-0.40844052080327353,1,1,1,0,1,1,0,1,1,1,1,0,1.0282637331838649,-0.6261857302493644,0,2,3,1
1,0,0,0,0.085354789448641,1,1,1,0,1,1,0,1,1,0,0,3,0.9950277931805424,0.6724622922291256,1,2,3,1
0,0,0,1,0.855508864681197,1,1,1,0,1,0,0,0,0,2,0,3,0.142525932095321,-0.14598674591152375,2,1,0,1
0,1,1,0,0.2859745097590793,1,2,0,0,0,1,1,0,0,0,1,2,-0.010359391919962149,-0.6177426711840837,1,1,2,1
0,0,0,1,0.90067460370267,1,1,2,2,2,2,2,2,2,2,0,1,-1.4926823160681442,0.7758897657788144,2,0,0,0
1,0,1,0,-0.03560641223830633,1,1,2,2,2,2,2,2,2,1,0,3,-1.4976677070686424,-0.19822817387794817,1,0,0,0
0,0,1,0,-0.03560641223830633,1,2,1,1,0,0,0,0,1,0,0,0,1.0099839661820376,-0.2990171914697367,1,2,2,1
1,0,1,0,0.37117244919296927,1,1,0,1,0,1,1,1,0,0,0,2,0.25552812810661757,0.7046514549155083,1,1,4,1
0,0,1,0,-0.34430153408087455,1,2,1,0,0,1,1,0,0,0,1,0,0.8188773111629334,1.161104335632247,1,2,2,1
1,0,1,0,-2.028448348331173,1,1,2,2,2,2,2,2,2,0,0,1,-1.481049737066981,-1.649906641914651,0,0,0,0
1,0,0,1,-2.028448348331173,1,1,1,0,1,0,0,0,0,0,0,1,0.19570343610063723,1.7663661323745583,0,1,0,1
0,1,1,0,-0.0799997458036479,1,1,1,0,0,0,0,0,0,0,0,0,0.2920876621102721,0.25030933896508983,1,1,5,1
1,0,1,0,-0.34430153408087455,1,1,2,2,2,2,2,2,2,1,0,1,-1.4893587220678117,1.6845739976796514,1,0,0,0
0,0,0,1,-1.6775263027056184,1,1,2,2,2,2,2,2,2,1,1,1,-1.477726143066649,0.09464043744897666,0,0,0,0
1,0,0,0,1.0609117241571968,1,1,0,1,0,1,1,0,0,2,1,3,0.006258578081699082,-1.1005801114798246,2,1,2,1
1,1,0,0,0.6662376790128023,1,1,2,2,2,2,2,2,2,2,0,3,-1.5093002860698053,1.2260103521965926,1,0,0,0
0,0,0,1,-1.2354168110003774,1,1,2,2,2,2,2,2,2,0,1,1,-1.4594463760648215,-1.6024144346724472,0,0,0,0
1,0,0,0,0.997709911599083,1,2,0,1,1,1,1,0,1,2,1,2,0.37850110611891075,0.41811513788754406,2,1,4,1
0,1,1,0,1.073016540444078,1,2,1,1,0,0,1,1,0,1,0,3,1.1595456961969886,1.703043189384953,2,2,4,1
0,0,0,1,0.9844962159085572,1,2,0,0,0,0,0,0,0,1,0,2,-0.3626603559551803,0.5764224953615574,2,1,1,1
0,0,0,0,0.2859745097590793,1,1,1,1,1,0,0,1,1,0,0,1,0.9169233341727343,-0.1771205262147464,1,2,3,1
0,1,1,0,-0.17626333696934945,1,2,1,0,1,0,0,1,1,0,0,0,1.0515288911861906,-0.37764317901516337,1,2,3,1
0,0,0,1,1.0609117241571968,1,2,1,1,0,1,1,1,1,2,0,2,1.6431286232453304,1.3056917221251794,2,2,6,1
0,0,0,1,0.5642987871427292,1,1,1,0,1,1,1,0,0,0,0,2,0.5563133851366857,-0.8668129136098648,1,1,1,1
1,0,1,0,-0.03560641223830633,1,1,0,0,1,0,0,0,0,0,0,2,-0.6567984249845842,0.09833427579003697,1,0,0,1
0,0,1,0,0.9295266172550067,1,1,1,1,1,1,1,1,1,0,0,2,1.3356961782145975,-0.1929512619621477,2,2,4,1
1,0,0,0,0.7913698779587977,1,2,1,0,0,0,0,0,1,1,0,3,0.8504514541660894,-1.3549272658214062,2,2,3,1
0,1,1,0,0.8708274992029422,1,2,1,1,0,1,0,1,1,1,1,0,1.5201556452330371,-1.6277436118682893,2,2,7,1
1,0,0,0,1.0107248975525056,1,2,1,0,0,1,0,1,1,0,0,3,1.3373579752147637,-0.976044990266934,2,2,4,1
0,0,0,1,0.90067460370267,0,0,0,0,1,1,1,1,1,2,0,3,-0.3078210549496983,-0.9369958420900107,2,1,3,0
0,0,0,1,1.0486352026309569,1,1,0,0,0,1,1,0,0,1,1,2,-0.18817167093773737,0.712039131597629,2,1,3,1
0,0,1,0,0.25560366530016104,1,1,0,0,0,0,1,0,0,0,0,1,-0.28621769394753876,-0.8177376327929207,1,1,1,1
0,0,1,0,-2.028448348331173,1,1,0,0,0,0,0,0,0,0,0,0,-0.5371490409726233,1.1041136869416022,0,0,5,1
0,0,1,0,-0.94420673346191,1,1,2,2,2,2,2,2,2,0,1,1,-1.4876969250676457,-0.03833774282919462,0,0,0,0
0,0,1,0,-0.8286379495691019,0,0,0,0,1,0,0,0,0,0,1,2,-1.3198554280508674,0.3569029596642589,0,0,8,0
1,1,1,0,-0.7266990576990284,1,1,1,0,1,0,0,0,0,0,0,0,0.16412929309748078,-0.22091889511589008,0,1,0,1
1,0,0,1,-0.22873275018806632,1,1,0,0,0,1,1,0,1,0,0,1,0.1574821050968162,-1.589222154882946,1,1,2,1
1,0,1,0,-0.6355116116193416,1,1,2,2,2,2,2,2,2,0,1,1,-1.4744025490663168,-0.1396544516125632,0,0,0,0
1,0,1,0,-0.40844052080327353,1,2,0,1,0,0,1,0,0,0,0,0,0.08270124008934066,-0.8647021488435447,0,1,2,1
0,0,0,0,0.19146467857776203,1,1,0,1,0,0,1,0,1,0,0,1,0.2089978121019659,0.3125768995715351,1,1,2,1
0,0,0,1,0.2859745097590793,1,1,1,0,1,0,0,0,1,0,0,0,0.5413572121351905,-1.4298594150257726,1,1,5,1
0,0,1,0,0.7574251250924893,1,1,1,0,1,1,1,1,1,2,1,3,1.1927816362003112,0.547927171016235,2,2,2,1
1,1,0,0,0.8858797091401145,0,0,0,0,1,0,0,1,1,0,0,0,-0.6617838159850825,-0.7243362918832528,2,0,5,0
1,0,0,0,-0.47771590394354735,1,1,2,2,2,2,2,2,2,1,0,1,-1.4694171580658184,-0.015647021591252693,0,0,0,0
0,0,0,1,0.5199054535773877,1,2,1,0,1,0,0,1,1,0,0,0,1.0133075601823696,1.1304982465206044,1,2,3,1
1,0,0,0,0.5856697558124698,1,2,1,0,0,0,0,1,1,0,0,0,1.2143849972024705,-1.246222880355917,1,2,2,1
1,0,1,0,0.8399142039232892,0,0,0,1,1,0,1,1,0,2,1,3,-0.6501512369839195,-0.6367395540809653,2,0,1,0
1,0,0,0,-0.40844052080327353,1,1,1,0,0,0,0,0,1,0,0,3,0.6743009721484804,0.03553902399201164,0,2,1,1
1,0,1,0,-1.2354168110003774,1,1,0,0,1,0,0,0,1,0,0,1,-0.31446824295036285,0.25980778041353064,0,1,5,1
1,0,0,1,1.0107248975525056,1,1,1,1,0,1,0,1,1,1,0,2,1.2758714862086173,-0.8061284265781596,2,2,4,1
1,0,0,1,1.0609117241571968,0,0,0,1,1,1,1,1,1,2,1,2,-0.17487729493640844,-1.0873878316903236,2,1,2,0
0,0,1,0,-2.028448348331173,1,1,1,0,1,1,0,0,0,0,0,0,0.33695618111475767,-1.0435894627891797,0,1,5,1
